date,Category,Count,Cumulative_Sum
2007-03,100kW–5MW,0,0
2007-04,100kW–5MW,0,0
2007-05,100kW–5MW,0,0
2007-06,100kW–5MW,0,0
2007-07,100kW–5MW,0,0
2007-08,100kW–5MW,0,0
2007-09,100kW–5MW,0,0
2007-10,100kW–5MW,0,0
2007-11,100kW–5MW,0,0
2007-12,100kW–5MW,0,0
2008-01,100kW–5MW,0,0
2008-02,100kW–5MW,0,0
2008-03,100kW–5MW,0,0
2008-04,100kW–5MW,0,0
2008-05,100kW–5MW,0,0
2008-06,100kW–5MW,0,0
2008-07,100kW–5MW,0,0
2008-08,100kW–5MW,0,0
2008-09,100kW–5MW,0,0
2008-10,100kW–5MW,0,0
2008-11,100kW–5MW,0,0
2008-12,100kW–5MW,0,0
2009-01,100kW–5MW,0,0
2009-02,100kW–5MW,0,0
2009-03,100kW–5MW,0,0
2009-04,100kW–5MW,0,0
2009-05,100kW–5MW,0,0
2009-06,100kW–5MW,0,0
2009-07,100kW–5MW,0,0
2009-08,100kW–5MW,0,0
2009-09,100kW–5MW,0,0
2009-10,100kW–5MW,0,0
2009-11,100kW–5MW,0,0
2009-12,100kW–5MW,0,0
2010-01,100kW–5MW,0,0
2010-02,100kW–5MW,0,0
2010-03,100kW–5MW,0,0
2010-04,100kW–5MW,0,0
2010-05,100kW–5MW,0,0
2010-06,100kW–5MW,0,0
2010-07,100kW–5MW,0,0
2010-08,100kW–5MW,0,0
2010-09,100kW–5MW,0,0
2010-10,100kW–5MW,0,0
2010-11,100kW–5MW,0,0
2010-12,100kW–5MW,0,0
2011-01,100kW–5MW,0,0
2011-02,100kW–5MW,0,0
2011-03,100kW–5MW,0,0
2011-04,100kW–5MW,0,0
2011-05,100kW–5MW,0,0
2011-06,100kW–5MW,0,0
2011-07,100kW–5MW,0,0
2011-08,100kW–5MW,0,0
2011-09,100kW–5MW,100,100
2011-10,100kW–5MW,0,100
2011-11,100kW–5MW,0,100
2011-12,100kW–5MW,0,100
2012-01,100kW–5MW,0,100
2012-02,100kW–5MW,0,100
2012-03,100kW–5MW,0,100
2012-04,100kW–5MW,0,100
2012-05,100kW–5MW,0,100
2012-06,100kW–5MW,0,100
2012-07,100kW–5MW,0,100
2012-08,100kW–5MW,0,100
2012-09,100kW–5MW,0,100
2012-10,100kW–5MW,200,300
2012-11,100kW–5MW,100,400
2012-12,100kW–5MW,0,400
2013-01,100kW–5MW,0,400
2013-02,100kW–5MW,200,600
2013-03,100kW–5MW,100,700
2013-04,100kW–5MW,300,1000
2013-05,100kW–5MW,0,1000
2013-06,100kW–5MW,200,1200
2013-07,100kW–5MW,200,1400
2013-08,100kW–5MW,300,1700
2013-09,100kW–5MW,500,2200
2013-10,100kW–5MW,400,2600
2013-11,100kW–5MW,400,3000
2013-12,100kW–5MW,700,3700
2014-01,100kW–5MW,528,4228
2014-02,100kW–5MW,939,5167
2014-03,100kW–5MW,900,6067
2014-04,100kW–5MW,5260,11327
2014-05,100kW–5MW,2659,13986
2014-06,100kW–5MW,969,14955
2014-07,100kW–5MW,1678,16633
2014-08,100kW–5MW,1084,17717
2014-09,100kW–5MW,862,18579
2014-10,100kW–5MW,1033,19612
2014-11,100kW–5MW,1897,21509
2014-12,100kW–5MW,1500,23009
2015-01,100kW–5MW,688,23697
2015-02,100kW–5MW,725,24422
2015-03,100kW–5MW,1687,26109
2015-04,100kW–5MW,2371,28480
2015-05,100kW–5MW,3055,31535
2015-06,100kW–5MW,1000,32535
2015-07,100kW–5MW,1250,33785
2015-08,100kW–5MW,1016,34801
2015-09,100kW–5MW,2806,37607
2015-10,100kW–5MW,2071,39678
2015-11,100kW–5MW,5895,45573
2015-12,100kW–5MW,3848,49421
2016-01,100kW–5MW,894,50315
2016-02,100kW–5MW,1164,51479
2016-03,100kW–5MW,2207,53686
2016-04,100kW–5MW,2140,55826
2016-05,100kW–5MW,1210,57036
2016-06,100kW–5MW,7522,64558
2016-07,100kW–5MW,1281,65839
2016-08,100kW–5MW,2775,68614
2016-09,100kW–5MW,3190,71804
2016-10,100kW–5MW,1954,73758
2016-11,100kW–5MW,3304,77062
2016-12,100kW–5MW,3004,80066
2017-01,100kW–5MW,2487,82553
2017-02,100kW–5MW,1912,84465
2017-03,100kW–5MW,3154,87619
2017-04,100kW–5MW,1252,88871
2017-05,100kW–5MW,6263,95134
2017-06,100kW–5MW,5249,100383
2017-07,100kW–5MW,2205,102588
2017-08,100kW–5MW,2882,105470
2017-09,100kW–5MW,3899,109369
2017-10,100kW–5MW,4533,113902
2017-11,100kW–5MW,15613,129515
2017-12,100kW–5MW,4258,133773
2018-01,100kW–5MW,4193,137966
2018-02,100kW–5MW,12044,150010
2018-03,100kW–5MW,5598,155608
2018-04,100kW–5MW,10344,165952
2018-05,100kW–5MW,11998,177950
2018-06,100kW–5MW,9192,187142
2018-07,100kW–5MW,9675,196817
2018-08,100kW–5MW,7513,204330
2018-09,100kW–5MW,10909,215239
2018-10,100kW–5MW,10720,225959
2018-11,100kW–5MW,13609,239568
2018-12,100kW–5MW,18750,258318
2019-01,100kW–5MW,12712,271030
2019-02,100kW–5MW,14261,285291
2019-03,100kW–5MW,16403,301694
2019-04,100kW–5MW,10471,312165
2019-05,100kW–5MW,13578,325743
2019-06,100kW–5MW,14066,339809
2019-07,100kW–5MW,22046,361855
2019-08,100kW–5MW,21621,383476
2019-09,100kW–5MW,9224,392700
2019-10,100kW–5MW,12639,405339
2019-11,100kW–5MW,23931,429270
2019-12,100kW–5MW,18783,448053
2020-01,100kW–5MW,11505,459558
2020-02,100kW–5MW,23240,482798
2020-03,100kW–5MW,13791,496589
2020-04,100kW–5MW,20517,517106
2020-05,100kW–5MW,7969,525075
2020-06,100kW–5MW,8714,533789
2020-07,100kW–5MW,9959,543748
2020-08,100kW–5MW,11637,555385
2020-09,100kW–5MW,13282,568667
2020-10,100kW–5MW,8587,577254
2020-11,100kW–5MW,5545,582799
2020-12,100kW–5MW,12951,595750
2021-01,100kW–5MW,18812,614562
2021-02,100kW–5MW,13109,627671
2021-03,100kW–5MW,14337,642008
2021-04,100kW–5MW,4817,646825
2021-05,100kW–5MW,3987,650812
2021-06,100kW–5MW,8591,659403
2021-07,100kW–5MW,8621,668024
2021-08,100kW–5MW,12734,680758
2021-09,100kW–5MW,6643,687401
2021-10,100kW–5MW,10686,698087
2021-11,100kW–5MW,18566,716653
2021-12,100kW–5MW,19563,736216
2022-01,100kW–5MW,1935,738151
2022-02,100kW–5MW,5834,743985
2022-03,100kW–5MW,5472,749457
2022-04,100kW–5MW,5768,755225
2022-05,100kW–5MW,7034,762259
2022-06,100kW–5MW,9733,771992
2022-07,100kW–5MW,5416,777408
2022-08,100kW–5MW,5305,782713
2022-09,100kW–5MW,7390,790103
2022-10,100kW–5MW,17134,807237
2022-11,100kW–5MW,17620,824857
2022-12,100kW–5MW,9466,834323
2023-01,100kW–5MW,3554,837877
2023-02,100kW–5MW,11084,848961
2023-03,100kW–5MW,17782,866743
2023-04,100kW–5MW,9156,875899
2023-05,100kW–5MW,20231,896130
2023-06,100kW–5MW,19503,915633
2023-07,100kW–5MW,28193,943826
2023-08,100kW–5MW,6667,950493
2023-09,100kW–5MW,21042,971535
2023-10,100kW–5MW,14558,986093
2023-11,100kW–5MW,18611,1004704
2023-12,100kW–5MW,11708,1016412
2024-01,100kW–5MW,15372,1031784
2024-02,100kW–5MW,7994,1039778
2024-03,100kW–5MW,6282,1046060
2024-04,100kW–5MW,11750,1057810
2024-05,100kW–5MW,8816,1066626
2024-06,100kW–5MW,3775,1070401
2007-01,5MW–30MW,0,0
2007-02,5MW–30MW,0,0
2007-03,5MW–30MW,0,0
2007-04,5MW–30MW,0,0
2007-05,5MW–30MW,0,0
2007-06,5MW–30MW,0,0
2007-07,5MW–30MW,0,0
2007-08,5MW–30MW,0,0
2007-09,5MW–30MW,0,0
2007-10,5MW–30MW,0,0
2007-11,5MW–30MW,0,0
2007-12,5MW–30MW,0,0
2008-01,5MW–30MW,0,0
2008-02,5MW–30MW,0,0
2008-03,5MW–30MW,0,0
2008-04,5MW–30MW,0,0
2008-05,5MW–30MW,0,0
2008-06,5MW–30MW,0,0
2008-07,5MW–30MW,0,0
2008-08,5MW–30MW,0,0
2008-09,5MW–30MW,0,0
2008-10,5MW–30MW,0,0
2008-11,5MW–30MW,0,0
2008-12,5MW–30MW,0,0
2009-01,5MW–30MW,0,0
2009-02,5MW–30MW,0,0
2009-03,5MW–30MW,0,0
2009-04,5MW–30MW,0,0
2009-05,5MW–30MW,0,0
2009-06,5MW–30MW,0,0
2009-07,5MW–30MW,0,0
2009-08,5MW–30MW,0,0
2009-09,5MW–30MW,0,0
2009-10,5MW–30MW,0,0
2009-11,5MW–30MW,0,0
2009-12,5MW–30MW,0,0
2010-01,5MW–30MW,0,0
2010-02,5MW–30MW,0,0
2010-03,5MW–30MW,0,0
2010-04,5MW–30MW,0,0
2010-05,5MW–30MW,0,0
2010-06,5MW–30MW,0,0
2010-07,5MW–30MW,0,0
2010-08,5MW–30MW,0,0
2010-09,5MW–30MW,0,0
2010-10,5MW–30MW,0,0
2010-11,5MW–30MW,0,0
2010-12,5MW–30MW,0,0
2011-01,5MW–30MW,0,0
2011-02,5MW–30MW,0,0
2011-03,5MW–30MW,0,0
2011-04,5MW–30MW,0,0
2011-05,5MW–30MW,0,0
2011-06,5MW–30MW,0,0
2011-07,5MW–30MW,0,0
2011-08,5MW–30MW,0,0
2011-09,5MW–30MW,0,0
2011-10,5MW–30MW,0,0
2011-11,5MW–30MW,0,0
2011-12,5MW–30MW,0,0
2012-01,5MW–30MW,0,0
2012-02,5MW–30MW,0,0
2012-03,5MW–30MW,0,0
2012-04,5MW–30MW,0,0
2012-05,5MW–30MW,0,0
2012-06,5MW–30MW,0,0
2012-07,5MW–30MW,0,0
2012-08,5MW–30MW,0,0
2012-09,5MW–30MW,0,0
2012-10,5MW–30MW,0,0
2012-11,5MW–30MW,0,0
2012-12,5MW–30MW,0,0
2013-01,5MW–30MW,0,0
2013-02,5MW–30MW,0,0
2013-03,5MW–30MW,0,0
2013-04,5MW–30MW,0,0
2013-05,5MW–30MW,0,0
2013-06,5MW–30MW,0,0
2013-07,5MW–30MW,0,0
2013-08,5MW–30MW,0,0
2013-09,5MW–30MW,0,0
2013-10,5MW–30MW,0,0
2013-11,5MW–30MW,0,0
2013-12,5MW–30MW,0,0
2014-01,5MW–30MW,0,0
2014-02,5MW–30MW,0,0
2014-03,5MW–30MW,0,0
2014-04,5MW–30MW,0,0
2014-05,5MW–30MW,20000,20000
2014-06,5MW–30MW,0,20000
2014-07,5MW–30MW,0,20000
2014-08,5MW–30MW,0,20000
2014-09,5MW–30MW,0,20000
2014-10,5MW–30MW,0,20000
2014-11,5MW–30MW,0,20000
2014-12,5MW–30MW,0,20000
2015-01,5MW–30MW,0,20000
2015-02,5MW–30MW,0,20000
2015-03,5MW–30MW,0,20000
2015-04,5MW–30MW,0,20000
2015-05,5MW–30MW,0,20000
2015-06,5MW–30MW,0,20000
2015-07,5MW–30MW,0,20000
2015-08,5MW–30MW,0,20000
2015-09,5MW–30MW,0,20000
2015-10,5MW–30MW,0,20000
2015-11,5MW–30MW,0,20000
2015-12,5MW–30MW,0,20000
2016-01,5MW–30MW,0,20000
2016-02,5MW–30MW,0,20000
2016-03,5MW–30MW,0,20000
2016-04,5MW–30MW,10560,30560
2016-05,5MW–30MW,0,30560
2016-06,5MW–30MW,0,30560
2016-07,5MW–30MW,0,30560
2016-08,5MW–30MW,0,30560
2016-09,5MW–30MW,0,30560
2016-10,5MW–30MW,0,30560
2016-11,5MW–30MW,0,30560
2016-12,5MW–30MW,23988,54548
2017-01,5MW–30MW,0,54548
2017-02,5MW–30MW,0,54548
2017-03,5MW–30MW,25000,79548
2017-04,5MW–30MW,0,79548
2017-05,5MW–30MW,0,79548
2017-06,5MW–30MW,0,79548
2017-07,5MW–30MW,15000,94548
2017-08,5MW–30MW,0,94548
2017-09,5MW–30MW,0,94548
2017-10,5MW–30MW,0,94548
2017-11,5MW–30MW,13054,107602
2017-12,5MW–30MW,10898,118500
2018-01,5MW–30MW,20162,138662
2018-02,5MW–30MW,0,138662
2018-03,5MW–30MW,17344,156006
2018-04,5MW–30MW,16519,172525
2018-05,5MW–30MW,37254,209779
2018-06,5MW–30MW,5962,215741
2018-07,5MW–30MW,0,215741
2018-08,5MW–30MW,5980,221721
2018-09,5MW–30MW,25172,246893
2018-10,5MW–30MW,19924,266817
2018-11,5MW–30MW,0,266817
2018-12,5MW–30MW,0,266817
2019-01,5MW–30MW,50874,317691
2019-02,5MW–30MW,11424,329115
2019-03,5MW–30MW,0,329115
2019-04,5MW–30MW,6093,335208
2019-05,5MW–30MW,0,335208
2019-06,5MW–30MW,7801,343009
2019-07,5MW–30MW,5807,348816
2019-08,5MW–30MW,28352,377168
2019-09,5MW–30MW,0,377168
2019-10,5MW–30MW,6861,384029
2019-11,5MW–30MW,29327,413356
2019-12,5MW–30MW,8299,421655
2020-01,5MW–30MW,20654,442309
2020-02,5MW–30MW,0,442309
2020-03,5MW–30MW,0,442309
2020-04,5MW–30MW,0,442309
2020-05,5MW–30MW,0,442309
2020-06,5MW–30MW,26240,468549
2020-07,5MW–30MW,16200,484749
2020-08,5MW–30MW,0,484749
2020-09,5MW–30MW,6720,491469
2020-10,5MW–30MW,0,491469
2020-11,5MW–30MW,0,491469
2020-12,5MW–30MW,45270,536739
2021-01,5MW–30MW,13664,550403
2021-02,5MW–30MW,8275,558678
2021-03,5MW–30MW,37095,595773
2021-04,5MW–30MW,18346,614119
2021-05,5MW–30MW,21161,635280
2021-06,5MW–30MW,0,635280
2021-07,5MW–30MW,0,635280
2021-08,5MW–30MW,30351,665631
2021-09,5MW–30MW,16854,682485
2021-10,5MW–30MW,0,682485
2021-11,5MW–30MW,40602,723087
2021-12,5MW–30MW,0,723087
2022-01,5MW–30MW,0,723087
2022-02,5MW–30MW,8450,731537
2022-03,5MW–30MW,12538,744075
2022-04,5MW–30MW,13620,757695
2022-05,5MW–30MW,0,757695
2022-06,5MW–30MW,13023,770718
2022-07,5MW–30MW,0,770718
2022-08,5MW–30MW,0,770718
2022-09,5MW–30MW,12130,782848
2022-10,5MW–30MW,8808,791656
2022-11,5MW–30MW,0,791656
2022-12,5MW–30MW,13294,804950
2023-01,5MW–30MW,0,804950
2023-02,5MW–30MW,24369,829319
2023-03,5MW–30MW,0,829319
2023-04,5MW–30MW,0,829319
2023-05,5MW–30MW,16215,845534
2023-06,5MW–30MW,14038,859572
2023-07,5MW–30MW,0,859572
2023-08,5MW–30MW,71302,930874
2023-09,5MW–30MW,5988,936862
2023-10,5MW–30MW,26478,963340
2023-11,5MW–30MW,11934,975274
2023-12,5MW–30MW,28405,1003679
2024-01,5MW–30MW,19574,1023253
2024-02,5MW–30MW,29419,1052672
2024-03,5MW–30MW,0,1052672
2024-04,5MW–30MW,0,1052672
2024-05,5MW–30MW,0,1052672
2024-06,5MW–30MW,0,1052672
2007-01,30+ MW,0,0
2007-02,30+ MW,0,0
2007-03,30+ MW,0,0
2007-04,30+ MW,0,0
2007-05,30+ MW,0,0
2007-06,30+ MW,0,0
2007-07,30+ MW,0,0
2007-08,30+ MW,0,0
2007-09,30+ MW,0,0
2007-10,30+ MW,0,0
2007-11,30+ MW,0,0
2007-12,30+ MW,0,0
2008-01,30+ MW,0,0
2008-02,30+ MW,0,0
2008-03,30+ MW,0,0
2008-04,30+ MW,0,0
2008-05,30+ MW,0,0
2008-06,30+ MW,0,0
2008-07,30+ MW,0,0
2008-08,30+ MW,0,0
2008-09,30+ MW,0,0
2008-10,30+ MW,0,0
2008-11,30+ MW,0,0
2008-12,30+ MW,0,0
2009-01,30+ MW,0,0
2009-02,30+ MW,0,0
2009-03,30+ MW,0,0
2009-04,30+ MW,0,0
2009-05,30+ MW,0,0
2009-06,30+ MW,0,0
2009-07,30+ MW,0,0
2009-08,30+ MW,0,0
2009-09,30+ MW,0,0
2009-10,30+ MW,0,0
2009-11,30+ MW,0,0
2009-12,30+ MW,0,0
2010-01,30+ MW,0,0
2010-02,30+ MW,0,0
2010-03,30+ MW,0,0
2010-04,30+ MW,0,0
2010-05,30+ MW,0,0
2010-06,30+ MW,0,0
2010-07,30+ MW,0,0
2010-08,30+ MW,0,0
2010-09,30+ MW,0,0
2010-10,30+ MW,0,0
2010-11,30+ MW,0,0
2010-12,30+ MW,0,0
2011-01,30+ MW,0,0
2011-02,30+ MW,0,0
2011-03,30+ MW,0,0
2011-04,30+ MW,0,0
2011-05,30+ MW,0,0
2011-06,30+ MW,0,0
2011-07,30+ MW,0,0
2011-08,30+ MW,0,0
2011-09,30+ MW,0,0
2011-10,30+ MW,0,0
2011-11,30+ MW,0,0
2011-12,30+ MW,0,0
2012-01,30+ MW,0,0
2012-02,30+ MW,0,0
2012-03,30+ MW,0,0
2012-04,30+ MW,0,0
2012-05,30+ MW,0,0
2012-06,30+ MW,0,0
2012-07,30+ MW,0,0
2012-08,30+ MW,0,0
2012-09,30+ MW,0,0
2012-10,30+ MW,0,0
2012-11,30+ MW,0,0
2012-12,30+ MW,0,0
2013-01,30+ MW,0,0
2013-02,30+ MW,0,0
2013-03,30+ MW,0,0
2013-04,30+ MW,0,0
2013-05,30+ MW,0,0
2013-06,30+ MW,0,0
2013-07,30+ MW,0,0
2013-08,30+ MW,0,0
2013-09,30+ MW,0,0
2013-10,30+ MW,0,0
2013-11,30+ MW,0,0
2013-12,30+ MW,0,0
2014-01,30+ MW,0,0
2014-02,30+ MW,0,0
2014-03,30+ MW,0,0
2014-04,30+ MW,0,0
2014-05,30+ MW,0,0
2014-06,30+ MW,0,0
2014-07,30+ MW,0,0
2014-08,30+ MW,0,0
2014-09,30+ MW,0,0
2014-10,30+ MW,0,0
2014-11,30+ MW,0,0
2014-12,30+ MW,0,0
2015-01,30+ MW,0,0
2015-02,30+ MW,0,0
2015-03,30+ MW,102000,102000
2015-04,30+ MW,0,102000
2015-05,30+ MW,0,102000
2015-06,30+ MW,0,102000
2015-07,30+ MW,53000,155000
2015-08,30+ MW,0,155000
2015-09,30+ MW,0,155000
2015-10,30+ MW,0,155000
2015-11,30+ MW,0,155000
2015-12,30+ MW,0,155000
2016-01,30+ MW,0,155000
2016-02,30+ MW,56000,211000
2016-03,30+ MW,0,211000
2016-04,30+ MW,0,211000
2016-05,30+ MW,0,211000
2016-06,30+ MW,0,211000
2016-07,30+ MW,0,211000
2016-08,30+ MW,0,211000
2016-09,30+ MW,0,211000
2016-10,30+ MW,0,211000
2016-11,30+ MW,0,211000
2016-12,30+ MW,0,211000
2017-01,30+ MW,0,211000
2017-02,30+ MW,0,211000
2017-03,30+ MW,0,211000
2017-04,30+ MW,0,211000
2017-05,30+ MW,0,211000
2017-06,30+ MW,0,211000
2017-07,30+ MW,0,211000
2017-08,30+ MW,0,211000
2017-09,30+ MW,0,211000
2017-10,30+ MW,0,211000
2017-11,30+ MW,0,211000
2017-12,30+ MW,129091,340091
2018-01,30+ MW,34942,375033
2018-02,30+ MW,0,375033
2018-03,30+ MW,339284,714317
2018-04,30+ MW,0,714317
2018-05,30+ MW,193702,908019
2018-06,30+ MW,0,908019
2018-07,30+ MW,385566,1293585
2018-08,30+ MW,207051,1500636
2018-09,30+ MW,657275,2157911
2018-10,30+ MW,112459,2270370
2018-11,30+ MW,205416,2475786
2018-12,30+ MW,75092,2550878
2019-01,30+ MW,84749,2635627
2019-02,30+ MW,253440,2889067
2019-03,30+ MW,0,2889067
2019-04,30+ MW,181003,3070070
2019-05,30+ MW,252796,3322866
2019-06,30+ MW,89216,3412082
2019-07,30+ MW,0,3412082
2019-08,30+ MW,218144,3630226
2019-09,30+ MW,0,3630226
2019-10,30+ MW,255386,3885612
2019-11,30+ MW,300164,4185776
2019-12,30+ MW,638827,4824603
2020-01,30+ MW,0,4824603
2020-02,30+ MW,0,4824603
2020-03,30+ MW,121540,4946143
2020-04,30+ MW,112414,5058557
2020-05,30+ MW,0,5058557
2020-06,30+ MW,221082,5279639
2020-07,30+ MW,33794,5313433
2020-08,30+ MW,0,5313433
2020-09,30+ MW,256480,5569913
2020-10,30+ MW,39056,5608969
2020-11,30+ MW,306517,5915486
2020-12,30+ MW,388088,6303574
2021-01,30+ MW,0,6303574
2021-02,30+ MW,139666,6443240
2021-03,30+ MW,0,6443240
2021-04,30+ MW,0,6443240
2021-05,30+ MW,71142,6514382
2021-06,30+ MW,153777,6668159
2021-07,30+ MW,78798,6746957
2021-08,30+ MW,190867,6937824
2021-09,30+ MW,0,6937824
2021-10,30+ MW,119381,7057205
2021-11,30+ MW,570624,7627829
2021-12,30+ MW,202501,7830330
2022-01,30+ MW,0,7830330
2022-02,30+ MW,0,7830330
2022-03,30+ MW,141506,7971836
2022-04,30+ MW,524160,8495996
2022-05,30+ MW,0,8495996
2022-06,30+ MW,0,8495996
2022-07,30+ MW,0,8495996
2022-08,30+ MW,0,8495996
2022-09,30+ MW,630030,9126026
2022-10,30+ MW,109944,9235970
2022-11,30+ MW,0,9235970
2022-12,30+ MW,245475,9481445
2023-01,30+ MW,0,9481445
2023-02,30+ MW,304849,9786294
2023-03,30+ MW,0,9786294
2023-04,30+ MW,0,9786294
2023-05,30+ MW,242132,10028426
2023-06,30+ MW,0,10028426
2023-07,30+ MW,117873,10146299
2023-08,30+ MW,0,10146299
2023-09,30+ MW,0,10146299
2023-10,30+ MW,0,10146299
2023-11,30+ MW,83175,10229474
2023-12,30+ MW,130002,10359476
2024-01,30+ MW,0,10359476
2024-02,30+ MW,0,10359476
2024-03,30+ MW,425068,10784544
2024-04,30+ MW,0,10784544
2024-05,30+ MW,90099,10874643
2024-06,30+ MW,0,10874643
