date,mw,value
2013-04,50–100kW',12861
2013-04,6.5–9.5kW',49463
2013-04,9.5–14kW',89074
2013-04,<2.5kW',1063133
2013-05,'30+ Mw',0
2013-05,'5Mw–30Mw',0
2013-05,100kW–5MW',1000
2013-05,14–25kW',30852
2013-05,2.5–4.5kW',844594
2013-05,25–50kW',33212
2013-05,4.5–6.5kW',582739
2013-05,50–100kW',14294
2013-05,6.5–9.5kW',51937
2013-05,9.5–14kW',91921
2013-05,<2.5kW',1072086
2013-06,'30+ Mw',0
2013-06,'5Mw–30Mw',0
2013-06,100kW–5MW',1200
2013-06,14–25kW',33191
2013-06,2.5–4.5kW',869029
2013-06,25–50kW',36161
2013-06,4.5–6.5kW',628182
2013-06,50–100kW',15491
2013-06,6.5–9.5kW',54706
2013-06,9.5–14kW',95474
2013-06,<2.5kW',1080838
2013-07,'30+ Mw',0
2013-07,'5Mw–30Mw',0
2013-07,100kW–5MW',1400
2013-07,14–25kW',35180
2013-07,2.5–4.5kW',888883
2013-07,25–50kW',38326
2013-07,4.5–6.5kW',653826
2013-07,50–100kW',16927
2013-07,6.5–9.5kW',56922
2013-07,9.5–14kW',98597
2013-07,<2.5kW',1088768
2013-08,'30+ Mw',0
2013-08,'5Mw–30Mw',0
2013-08,100kW–5MW',1700
2013-08,14–25kW',36998
2013-08,2.5–4.5kW',906893
2013-08,25–50kW',40562
2013-08,4.5–6.5kW',677285
2013-08,50–100kW',17998
2013-08,6.5–9.5kW',59696
2013-08,9.5–14kW',102057
2013-08,<2.5kW',1095169
2013-09,'30+ Mw',0
2013-09,'5Mw–30Mw',0
2013-09,100kW–5MW',2200
2013-09,14–25kW',39122
2013-09,2.5–4.5kW',924975
2013-09,25–50kW',42746
2013-09,4.5–6.5kW',702271
2013-09,50–100kW',19692
2013-09,6.5–9.5kW',62544
2013-09,9.5–14kW',106250
2013-09,<2.5kW',1100994
2013-10,'30+ Mw',0
2013-10,'5Mw–30Mw',0
2013-10,100kW–5MW',2600
2013-10,14–25kW',41477
2013-10,2.5–4.5kW',946542
2013-10,25–50kW',45721
2013-10,4.5–6.5kW',731693
2013-10,50–100kW',21463
2013-10,6.5–9.5kW',66100
2013-10,9.5–14kW',110598
2013-10,<2.5kW',1107528
2013-11,'30+ Mw',0
2013-11,'5Mw–30Mw',0
2013-11,100kW–5MW',3000
2013-11,14–25kW',43790
2013-11,2.5–4.5kW',966099
2013-11,25–50kW',48346
2013-11,4.5–6.5kW',761731
2013-11,50–100kW',23133
2013-11,6.5–9.5kW',69534
2013-11,9.5–14kW',115271
2013-11,<2.5kW',1114225
2013-12,'30+ Mw',0
2013-12,'5Mw–30Mw',0
2013-12,100kW–5MW',3700
2013-12,14–25kW',46401
2013-12,2.5–4.5kW',982051
2013-12,25–50kW',52065
2013-12,4.5–6.5kW',786615
2013-12,50–100kW',25166
2013-12,6.5–9.5kW',72558
2013-12,9.5–14kW',119194
2013-12,<2.5kW',1119230
2014-01,'30+ Mw',0
2014-01,'5Mw–30Mw',0
2014-01,100kW–5MW',4228
2014-01,14–25kW',49094
2014-01,2.5–4.5kW',997911
2014-01,25–50kW',55932
2014-01,4.5–6.5kW',811086
2014-01,50–100kW',26691
2014-01,6.5–9.5kW',75620
2014-01,9.5–14kW',123541
2014-01,<2.5kW',1124468
2014-02,'30+ Mw',0
2014-02,'5Mw–30Mw',0
2014-02,100kW–5MW',5167
2014-02,14–25kW',50823
2014-02,2.5–4.5kW',1014916
2014-02,25–50kW',58212
2014-02,4.5–6.5kW',836156
2014-02,50–100kW',28057
2014-02,6.5–9.5kW',77559
2014-02,9.5–14kW',126039
2014-02,<2.5kW',1130214
2014-03,'30+ Mw',0
2014-03,'5Mw–30Mw',0
2014-03,100kW–5MW',6067
2014-03,14–25kW',52881
2014-03,2.5–4.5kW',1032942
2014-03,25–50kW',60977
2014-03,4.5–6.5kW',862028
2014-03,50–100kW',31503
2014-03,6.5–9.5kW',79432
2014-03,9.5–14kW',128592
2014-03,<2.5kW',1135406
2014-04,'30+ Mw',0
2014-04,'5Mw–30Mw',0
2014-04,100kW–5MW',11327
2014-04,14–25kW',54471
2014-04,2.5–4.5kW',1049876
2014-04,25–50kW',63101
2014-04,4.5–6.5kW',887703
2014-04,50–100kW',32927
2014-04,6.5–9.5kW',81102
2014-04,9.5–14kW',130946
2014-04,<2.5kW',1140184
2014-05,'30+ Mw',0
2014-05,'5Mw–30Mw',20000
2014-05,100kW–5MW',13986
2014-05,14–25kW',56900
2014-05,2.5–4.5kW',1070069
2014-05,25–50kW',66157
2014-05,4.5–6.5kW',918510
2014-05,50–100kW',36715
2014-05,6.5–9.5kW',83385
2014-05,9.5–14kW',134208
2014-05,<2.5kW',1145547
2014-06,'30+ Mw',0
2014-06,'5Mw–30Mw',20000
2014-06,100kW–5MW',14955
2014-06,14–25kW',59350
2014-06,2.5–4.5kW',1087523
2014-06,25–50kW',69875
2014-06,4.5–6.5kW',946586
2014-06,50–100kW',39672
2014-06,6.5–9.5kW',85440
2014-06,9.5–14kW',136758
2014-06,<2.5kW',1150412
2014-07,'30+ Mw',0
2014-07,'5Mw–30Mw',20000
2014-07,100kW–5MW',16633
2014-07,14–25kW',62276
2014-07,2.5–4.5kW',1107821
2014-07,25–50kW',74177
2014-07,4.5–6.5kW',976916
2014-07,50–100kW',42732
2014-07,6.5–9.5kW',87771
2014-07,9.5–14kW',139683
2014-07,<2.5kW',1155987
2014-08,'30+ Mw',0
2014-08,'5Mw–30Mw',20000
2014-08,100kW–5MW',17717
2014-08,14–25kW',65011
2014-08,2.5–4.5kW',1126172
2014-08,25–50kW',78043
2014-08,4.5–6.5kW',1003780
2014-08,50–100kW',46273
2014-08,6.5–9.5kW',90246
2014-08,9.5–14kW',142735
2014-08,<2.5kW',1161242
2014-09,'30+ Mw',0
2014-09,'5Mw–30Mw',20000
2014-09,100kW–5MW',18579
2014-09,14–25kW',67758
2014-09,2.5–4.5kW',1146338
2014-09,25–50kW',82061
2014-09,4.5–6.5kW',1034338
2014-09,50–100kW',49005
2014-09,6.5–9.5kW',93128
2014-09,9.5–14kW',145947
2014-09,<2.5kW',1167280
2014-10,'30+ Mw',0
2014-10,'5Mw–30Mw',20000
2014-10,100kW–5MW',19612
2014-10,14–25kW',71181
2014-10,2.5–4.5kW',1167673
2014-10,25–50kW',86062
2014-10,4.5–6.5kW',1065196
2014-10,50–100kW',52348
2014-10,6.5–9.5kW',95919
2014-10,9.5–14kW',149446
2014-10,<2.5kW',1172922
2014-11,'30+ Mw',0
2014-11,'5Mw–30Mw',20000
2014-11,100kW–5MW',21509
2014-11,14–25kW',73425
2014-11,2.5–4.5kW',1185675
2014-11,25–50kW',90476
2014-11,4.5–6.5kW',1092064
2014-11,50–100kW',56043
2014-11,6.5–9.5kW',98724
2014-11,9.5–14kW',152494
2014-11,<2.5kW',1177238
2014-12,'30+ Mw',0
2014-12,'5Mw–30Mw',20000
2014-12,100kW–5MW',23009
2014-12,14–25kW',76440
2014-12,2.5–4.5kW',1203213
2014-12,25–50kW',94777
2014-12,4.5–6.5kW',1117816
2014-12,50–100kW',60279
2014-12,6.5–9.5kW',101587
2014-12,9.5–14kW',155551
2014-12,<2.5kW',1181001
2015-01,'30+ Mw',0
2015-01,'5Mw–30Mw',20000
2015-01,100kW–5MW',23697
2015-01,14–25kW',78675
2015-01,2.5–4.5kW',1217918
2015-01,25–50kW',97556
2015-01,4.5–6.5kW',1139537
2015-01,50–100kW',64047
2015-01,6.5–9.5kW',103608
2015-01,9.5–14kW',157780
2015-01,<2.5kW',1184569
2015-02,'30+ Mw',0
2015-02,'5Mw–30Mw',20000
2015-02,100kW–5MW',24422
2015-02,14–25kW',81583
2015-02,2.5–4.5kW',1233577
2015-02,25–50kW',101361
2015-02,4.5–6.5kW',1164987
2015-02,50–100kW',67884
2015-02,6.5–9.5kW',106234
2015-02,9.5–14kW',160828
2015-02,<2.5kW',1188359
2015-03,'30+ Mw',102000
2015-03,'5Mw–30Mw',20000
2015-03,100kW–5MW',26109
2015-03,14–25kW',84576
2015-03,2.5–4.5kW',1249477
2015-03,25–50kW',104709
2015-03,4.5–6.5kW',1191242
2015-03,50–100kW',71819
2015-03,6.5–9.5kW',109151
2015-03,9.5–14kW',163711
2015-03,<2.5kW',1192219
2015-04,'30+ Mw',102000
2015-04,'5Mw–30Mw',20000
2015-04,100kW–5MW',28480
2015-04,14–25kW',87419
2015-04,2.5–4.5kW',1262809
2015-04,25–50kW',107570
2015-04,4.5–6.5kW',1213423
2015-04,50–100kW',73787
2015-04,6.5–9.5kW',111565
2015-04,9.5–14kW',166352
2015-04,<2.5kW',1195454
2015-05,'30+ Mw',102000
2015-05,'5Mw–30Mw',20000
2015-05,100kW–5MW',31535
2015-05,14–25kW',90260
2015-05,2.5–4.5kW',1276199
2015-05,25–50kW',111378
2015-05,4.5–6.5kW',1237204
2015-05,50–100kW',77587
2015-05,6.5–9.5kW',114370
2015-05,9.5–14kW',169381
2015-05,<2.5kW',1198850
2015-06,'30+ Mw',102000
2015-06,'5Mw–30Mw',20000
2015-06,100kW–5MW',32535
2015-06,14–25kW',93978
2015-06,2.5–4.5kW',1289643
2015-06,25–50kW',115511
2015-06,4.5–6.5kW',1262523
2015-06,50–100kW',81185
2015-06,6.5–9.5kW',117242
2015-06,9.5–14kW',172523
2015-06,<2.5kW',1202029
2015-07,'30+ Mw',155000
2015-07,'5Mw–30Mw',20000
2015-07,100kW–5MW',33785
2015-07,14–25kW',97378
2015-07,2.5–4.5kW',1304008
2015-07,25–50kW',119591
2015-07,4.5–6.5kW',1292276
2015-07,50–100kW',84657
2015-07,6.5–9.5kW',120439
2015-07,9.5–14kW',176125
2015-07,<2.5kW',1205518
2015-08,'30+ Mw',155000
2015-08,'5Mw–30Mw',20000
2015-08,100kW–5MW',34801
2015-08,14–25kW',100066
2015-08,2.5–4.5kW',1317263
2015-08,25–50kW',123590
2015-08,4.5–6.5kW',1319177
2015-08,50–100kW',88354
2015-08,6.5–9.5kW',123248
2015-08,9.5–14kW',179008
2015-08,<2.5kW',1208284
2015-09,'30+ Mw',155000
2015-09,'5Mw–30Mw',20000
2015-09,100kW–5MW',37607
2015-09,14–25kW',103417
2015-09,2.5–4.5kW',1330472
2015-09,25–50kW',126946
2015-09,4.5–6.5kW',1346459
2015-09,50–100kW',91966
2015-09,6.5–9.5kW',126207
2015-09,9.5–14kW',181989
2015-09,<2.5kW',1211144
2015-10,'30+ Mw',155000
2015-10,'5Mw–30Mw',20000
2015-10,100kW–5MW',39678
2015-10,14–25kW',106021
2015-10,2.5–4.5kW',1343251
2015-10,25–50kW',131213
2015-10,4.5–6.5kW',1373306
2015-10,50–100kW',97009
2015-10,6.5–9.5kW',129172
2015-10,9.5–14kW',184892
2015-10,<2.5kW',1213916
2015-11,'30+ Mw',155000
2015-11,'5Mw–30Mw',20000
2015-11,100kW–5MW',45573
2015-11,14–25kW',109076
2015-11,2.5–4.5kW',1356162
2015-11,25–50kW',135459
2015-11,4.5–6.5kW',1398683
2015-11,50–100kW',100129
2015-11,6.5–9.5kW',132257
2015-11,9.5–14kW',188131
2015-11,<2.5kW',1216515
2015-12,'30+ Mw',155000
2015-12,'5Mw–30Mw',20000
2015-12,100kW–5MW',49421
2015-12,14–25kW',112279
2015-12,2.5–4.5kW',1367755
2015-12,25–50kW',138867
2015-12,4.5–6.5kW',1422588
2015-12,50–100kW',105541
2015-12,6.5–9.5kW',135090
2015-12,9.5–14kW',191645
2015-12,<2.5kW',1218745
2016-01,'30+ Mw',155000
2016-01,'5Mw–30Mw',20000
2016-01,100kW–5MW',50315
2016-01,14–25kW',114136
2016-01,2.5–4.5kW',1376676
2016-01,25–50kW',140797
2016-01,4.5–6.5kW',1442300
2016-01,50–100kW',108289
2016-01,6.5–9.5kW',137449
2016-01,9.5–14kW',193848
2016-01,<2.5kW',1220724
2016-02,'30+ Mw',211000
2016-02,'5Mw–30Mw',20000
2016-02,100kW–5MW',51479
2016-02,14–25kW',116869
2016-02,2.5–4.5kW',1388515
2016-02,25–50kW',144506
2016-02,4.5–6.5kW',1468326
2016-02,50–100kW',111941
2016-02,6.5–9.5kW',140528
2016-02,9.5–14kW',196676
2016-02,<2.5kW',1223393
2016-03,'30+ Mw',211000
2016-03,'5Mw–30Mw',20000
2016-03,100kW–5MW',53686
2016-03,14–25kW',119322
2016-03,2.5–4.5kW',1400363
2016-03,25–50kW',147855
2016-03,4.5–6.5kW',1493520
2016-03,50–100kW',115882
2016-03,6.5–9.5kW',143566
2016-03,9.5–14kW',199456
2016-03,<2.5kW',1225884
2016-04,'30+ Mw',211000
2016-04,'5Mw–30Mw',30560
2016-04,100kW–5MW',55826
2016-04,14–25kW',122127
2016-04,2.5–4.5kW',1411582
2016-04,25–50kW',151236
2016-04,4.5–6.5kW',1517182
2016-04,50–100kW',121309
2016-04,6.5–9.5kW',147088
2016-04,9.5–14kW',202562
2016-04,<2.5kW',1228336
2016-05,'30+ Mw',211000
2016-05,'5Mw–30Mw',30560
2016-05,100kW–5MW',57036
2016-05,14–25kW',125339
2016-05,2.5–4.5kW',1423095
2016-05,25–50kW',155045
2016-05,4.5–6.5kW',1542273
2016-05,50–100kW',126674
2016-05,6.5–9.5kW',151004
2016-05,9.5–14kW',205696
2016-05,<2.5kW',1230721
2016-06,'30+ Mw',211000
2016-06,'5Mw–30Mw',30560
2016-06,100kW–5MW',64558
2016-06,14–25kW',129053
2016-06,2.5–4.5kW',1433811
2016-06,25–50kW',159532
2016-06,4.5–6.5kW',1565765
2016-06,50–100kW',131527
2016-06,6.5–9.5kW',154607
2016-06,9.5–14kW',209275
2016-06,<2.5kW',1232887
2016-07,'30+ Mw',211000
2016-07,'5Mw–30Mw',30560
2016-07,100kW–5MW',65839
2016-07,14–25kW',132422
2016-07,2.5–4.5kW',1444705
2016-07,25–50kW',163592
2016-07,4.5–6.5kW',1589189
2016-07,50–100kW',136807
2016-07,6.5–9.5kW',158334
2016-07,9.5–14kW',213031
2016-07,<2.5kW',1235150
2016-08,'30+ Mw',211000
2016-08,'5Mw–30Mw',30560
2016-08,100kW–5MW',68614
2016-08,14–25kW',136415
2016-08,2.5–4.5kW',1456893
2016-08,25–50kW',168458
2016-08,4.5–6.5kW',1616316
2016-08,50–100kW',141591
2016-08,6.5–9.5kW',162384
2016-08,9.5–14kW',216874
2016-08,<2.5kW',1237716
2016-09,'30+ Mw',211000
2016-09,'5Mw–30Mw',30560
2016-09,100kW–5MW',71804
2016-09,14–25kW',140335
2016-09,2.5–4.5kW',1468633
2016-09,25–50kW',174079
2016-09,4.5–6.5kW',1644367
2016-09,50–100kW',147317
2016-09,6.5–9.5kW',166488
2016-09,9.5–14kW',221164
2016-09,<2.5kW',1239859
2016-10,'30+ Mw',211000
2016-10,'5Mw–30Mw',30560
2016-10,100kW–5MW',73758
2016-10,14–25kW',143700
2016-10,2.5–4.5kW',1479338
2016-10,25–50kW',179019
2016-10,4.5–6.5kW',1672343
2016-10,50–100kW',153756
2016-10,6.5–9.5kW',170782
2016-10,9.5–14kW',225305
2016-10,<2.5kW',1242148
2016-11,'30+ Mw',211000
2016-11,'5Mw–30Mw',30560
2016-11,100kW–5MW',77062
2016-11,14–25kW',147853
2016-11,2.5–4.5kW',1493318
2016-11,25–50kW',184154
2016-11,4.5–6.5kW',1706751
2016-11,50–100kW',158965
2016-11,6.5–9.5kW',176261
2016-11,9.5–14kW',229801
2016-11,<2.5kW',1244627
2016-12,'30+ Mw',211000
2016-12,'5Mw–30Mw',54548
2016-12,100kW–5MW',80066
2016-12,14–25kW',153442
2016-12,2.5–4.5kW',1506814
2016-12,25–50kW',193076
2016-12,4.5–6.5kW',1745087
2016-12,50–100kW',174736
2016-12,6.5–9.5kW',182567
2016-12,9.5–14kW',236006
2016-12,<2.5kW',1246961
2017-01,'30+ Mw',211000
2017-01,'5Mw–30Mw',54548
2017-01,100kW–5MW',82553
2017-01,14–25kW',155568
2017-01,2.5–4.5kW',1517297
2017-01,25–50kW',195594
2017-01,4.5–6.5kW',1772231
2017-01,50–100kW',177527
2017-01,6.5–9.5kW',186672
2017-01,9.5–14kW',238815
2017-01,<2.5kW',1248908
2017-02,'30+ Mw',211000
2017-02,'5Mw–30Mw',54548
2017-02,100kW–5MW',84465
2017-02,14–25kW',158923
2017-02,2.5–4.5kW',1530148
2017-02,25–50kW',200238
2017-02,4.5–6.5kW',1806964
2017-02,50–100kW',181005
2017-02,6.5–9.5kW',191520
2017-02,9.5–14kW',243221
2017-02,<2.5kW',1251637
2017-03,'30+ Mw',211000
2017-03,'5Mw–30Mw',79548
2017-03,100kW–5MW',87619
2017-03,14–25kW',162923
2017-03,2.5–4.5kW',1543727
2017-03,25–50kW',206101
2017-03,4.5–6.5kW',1845193
2017-03,50–100kW',187897
2017-03,6.5–9.5kW',197055
2017-03,9.5–14kW',248525
2017-03,<2.5kW',1254581
2017-04,'30+ Mw',211000
2017-04,'5Mw–30Mw',79548
2017-04,100kW–5MW',88871
2017-04,14–25kW',166177
2017-04,2.5–4.5kW',1554465
2017-04,25–50kW',211613
2017-04,4.5–6.5kW',1877523
2017-04,50–100kW',193784
2017-04,6.5–9.5kW',202195
2017-04,9.5–14kW',252631
2017-04,<2.5kW',1256681
2017-05,'30+ Mw',211000
2017-05,'5Mw–30Mw',79548
2017-05,100kW–5MW',95134
2017-05,14–25kW',171979
2017-05,2.5–4.5kW',1567885
2017-05,25–50kW',218147
2017-05,4.5–6.5kW',1917423
2017-05,50–100kW',203773
2017-05,6.5–9.5kW',209223
2017-05,9.5–14kW',258910
2017-05,<2.5kW',1259284
2017-06,'30+ Mw',211000
2017-06,'5Mw–30Mw',79548
2017-06,100kW–5MW',100383
2017-06,14–25kW',177894
2017-06,2.5–4.5kW',1580216
2017-06,25–50kW',226383
2017-06,4.5–6.5kW',1956947
2017-06,50–100kW',213798
2017-06,6.5–9.5kW',215867
2017-06,9.5–14kW',265321
2017-06,<2.5kW',1261679
2017-07,'30+ Mw',211000
2017-07,'5Mw–30Mw',94548
2017-07,100kW–5MW',102588
2017-07,14–25kW',183185
2017-07,2.5–4.5kW',1592510
2017-07,25–50kW',232803
2017-07,4.5–6.5kW',2000116
2017-07,50–100kW',223915
2017-07,6.5–9.5kW',222494
2017-07,9.5–14kW',271786
2017-07,<2.5kW',1264009
2017-08,'30+ Mw',211000
2017-08,'5Mw–30Mw',94548
2017-08,100kW–5MW',105470
2017-08,14–25kW',188306
2017-08,2.5–4.5kW',1605297
2017-08,25–50kW',240457
2017-08,4.5–6.5kW',2046607
2017-08,50–100kW',231742
2017-08,6.5–9.5kW',231422
2017-08,9.5–14kW',279447
2017-08,<2.5kW',1266614
2017-09,'30+ Mw',211000
2017-09,'5Mw–30Mw',94548
2017-09,100kW–5MW',109369
2017-09,14–25kW',193605
2017-09,2.5–4.5kW',1616820
2017-09,25–50kW',247852
2017-09,4.5–6.5kW',2089665
2017-09,50–100kW',240490
2017-09,6.5–9.5kW',240642
2017-09,9.5–14kW',287268
2017-09,<2.5kW',1268752
2017-10,'30+ Mw',211000
2017-10,'5Mw–30Mw',94548
2017-10,100kW–5MW',113902
2017-10,14–25kW',199108
2017-10,2.5–4.5kW',1628819
2017-10,25–50kW',255527
2017-10,4.5–6.5kW',2137027
2017-10,50–100kW',252129
2017-10,6.5–9.5kW',251634
2017-10,9.5–14kW',295809
2017-10,<2.5kW',1270749
2017-11,'30+ Mw',211000
2017-11,'5Mw–30Mw',107602
2017-11,100kW–5MW',129515
2017-11,14–25kW',206548
2017-11,2.5–4.5kW',1641798
2017-11,25–50kW',264403
2017-11,4.5–6.5kW',2191986
2017-11,50–100kW',266149
2017-11,6.5–9.5kW',265636
2017-11,9.5–14kW',306900
2017-11,<2.5kW',1272884
2017-12,'30+ Mw',340091
2017-12,'5Mw–30Mw',118500
2017-12,100kW–5MW',133773
2017-12,14–25kW',215233
2017-12,2.5–4.5kW',1653645
2017-12,25–50kW',276973
2017-12,4.5–6.5kW',2243204
2017-12,50–100kW',294195
2017-12,6.5–9.5kW',280945
2017-12,9.5–14kW',318721
2017-12,<2.5kW',1274772
2018-01,'30+ Mw',375033
2018-01,'5Mw–30Mw',138662
2018-01,100kW–5MW',137966
2018-01,14–25kW',219347
2018-01,2.5–4.5kW',1664295
2018-01,25–50kW',281706
2018-01,4.5–6.5kW',2285813
2018-01,50–100kW',300021
2018-01,6.5–9.5kW',293608
2018-01,9.5–14kW',326393
2018-01,<2.5kW',1276366
2018-02,'30+ Mw',375033
2018-02,'5Mw–30Mw',138662
2018-02,100kW–5MW',150010
2018-02,14–25kW',225243
2018-02,2.5–4.5kW',1676561
2018-02,25–50kW',288566
2018-02,4.5–6.5kW',2334837
2018-02,50–100kW',309307
2018-02,6.5–9.5kW',307937
2018-02,9.5–14kW',336423
2018-02,<2.5kW',1278174
2018-03,'30+ Mw',714317
2018-03,'5Mw–30Mw',156006
2018-03,100kW–5MW',155608
2018-03,14–25kW',232055
2018-03,2.5–4.5kW',1688898
2018-03,25–50kW',296724
2018-03,4.5–6.5kW',2385200
2018-03,50–100kW',320811
2018-03,6.5–9.5kW',325455
2018-03,9.5–14kW',347803
2018-03,<2.5kW',1280205
2018-04,'30+ Mw',714317
2018-04,'5Mw–30Mw',172525
2018-04,100kW–5MW',165952
2018-04,14–25kW',238850
2018-04,2.5–4.5kW',1699942
2018-04,25–50kW',304775
2018-04,4.5–6.5kW',2429790
2018-04,50–100kW',331854
2018-04,6.5–9.5kW',341975
2018-04,9.5–14kW',357710
2018-04,<2.5kW',1281977
2018-05,'30+ Mw',908019
2018-05,'5Mw–30Mw',209779
2018-05,100kW–5MW',177950
2018-05,14–25kW',246944
2018-05,2.5–4.5kW',1712159
2018-05,25–50kW',314944
2018-05,4.5–6.5kW',2477477
2018-05,50–100kW',347765
2018-05,6.5–9.5kW',364099
2018-05,9.5–14kW',370708
2018-05,<2.5kW',1284035
2018-06,'30+ Mw',908019
2018-06,'5Mw–30Mw',215741
2018-06,100kW–5MW',187142
2018-06,14–25kW',255581
2018-06,2.5–4.5kW',1721867
2018-06,25–50kW',325393
2018-06,4.5–6.5kW',2518287
2018-06,50–100kW',363799
2018-06,6.5–9.5kW',388985
2018-06,9.5–14kW',382882
2018-06,<2.5kW',1285611
2018-07,'30+ Mw',1293585
2018-07,'5Mw–30Mw',215741
2018-07,100kW–5MW',196817
2018-07,14–25kW',263511
2018-07,2.5–4.5kW',1732033
2018-07,25–50kW',334811
2018-07,4.5–6.5kW',2561871
2018-07,50–100kW',374370
2018-07,6.5–9.5kW',420155
2018-07,9.5–14kW',396419
2018-07,<2.5kW',1287240
2018-08,'30+ Mw',1500636
2018-08,'5Mw–30Mw',221721
2018-08,100kW–5MW',204330
2018-08,14–25kW',272684
2018-08,2.5–4.5kW',1742847
2018-08,25–50kW',344560
2018-08,4.5–6.5kW',2606171
2018-08,50–100kW',387174
2018-08,6.5–9.5kW',457697
2018-08,9.5–14kW',410657
2018-08,<2.5kW',1288930
2018-09,'30+ Mw',2157911
2018-09,'5Mw–30Mw',246893
2018-09,100kW–5MW',215239
2018-09,14–25kW',279809
2018-09,2.5–4.5kW',1753145
2018-09,25–50kW',353181
2018-09,4.5–6.5kW',2647804
2018-09,50–100kW',398066
2018-09,6.5–9.5kW',499697
2018-09,9.5–14kW',423651
2018-09,<2.5kW',1290365
2018-10,'30+ Mw',2270370
2018-10,'5Mw–30Mw',266817
2018-10,100kW–5MW',225959
2018-10,14–25kW',287516
2018-10,2.5–4.5kW',1764778
2018-10,25–50kW',363616
2018-10,4.5–6.5kW',2694703
2018-10,50–100kW',411589
2018-10,6.5–9.5kW',550819
2018-10,9.5–14kW',439211
2018-10,<2.5kW',1292010
2018-11,'30+ Mw',2475786
2018-11,'5Mw–30Mw',266817
2018-11,100kW–5MW',239568
2018-11,14–25kW',296490
2018-11,2.5–4.5kW',1776589
2018-11,25–50kW',374317
2018-11,4.5–6.5kW',2746142
2018-11,50–100kW',430698
2018-11,6.5–9.5kW',612490
2018-11,9.5–14kW',456705
2018-11,<2.5kW',1293788
2018-12,'30+ Mw',2550878
2018-12,'5Mw–30Mw',266817
2018-12,100kW–5MW',258318
2018-12,14–25kW',308534
2018-12,2.5–4.5kW',1786471
2018-12,25–50kW',388808
2018-12,4.5–6.5kW',2787399
2018-12,50–100kW',463183
2018-12,6.5–9.5kW',669757
2018-12,9.5–14kW',476344
