date,mw,value
2018-12,<2.5kW',1295056
2019-01,'30+ Mw',2635627
2019-01,'5Mw–30Mw',317691
2019-01,100kW–5MW',271030
2019-01,14–25kW',313400
2019-01,2.5–4.5kW',1796006
2019-01,25–50kW',394110
2019-01,4.5–6.5kW',2821994
2019-01,50–100kW',469495
2019-01,6.5–9.5kW',722413
2019-01,9.5–14kW',487384
2019-01,<2.5kW',1296099
2019-02,'30+ Mw',2889067
2019-02,'5Mw–30Mw',329115
2019-02,100kW–5MW',285291
2019-02,14–25kW',320443
2019-02,2.5–4.5kW',1806846
2019-02,25–50kW',401269
2019-02,4.5–6.5kW',2865401
2019-02,50–100kW',482511
2019-02,6.5–9.5kW',785298
2019-02,9.5–14kW',504306
2019-02,<2.5kW',1297558
2019-03,'30+ Mw',2889067
2019-03,'5Mw–30Mw',329115
2019-03,100kW–5MW',301694
2019-03,14–25kW',329053
2019-03,2.5–4.5kW',1818121
2019-03,25–50kW',409817
2019-03,4.5–6.5kW',2906929
2019-03,50–100kW',495142
2019-03,6.5–9.5kW',851818
2019-03,9.5–14kW',521903
2019-03,<2.5kW',1298836
2019-04,'30+ Mw',3070070
2019-04,'5Mw–30Mw',335208
2019-04,100kW–5MW',312165
2019-04,14–25kW',335977
2019-04,2.5–4.5kW',1827967
2019-04,25–50kW',418045
2019-04,4.5–6.5kW',2943570
2019-04,50–100kW',506103
2019-04,6.5–9.5kW',911449
2019-04,9.5–14kW',538798
2019-04,<2.5kW',1299926
2019-05,'30+ Mw',3322866
2019-05,'5Mw–30Mw',335208
2019-05,100kW–5MW',325743
2019-05,14–25kW',345590
2019-05,2.5–4.5kW',1838010
2019-05,25–50kW',429049
2019-05,4.5–6.5kW',2980554
2019-05,50–100kW',523473
2019-05,6.5–9.5kW',979264
2019-05,9.5–14kW',560128
2019-05,<2.5kW',1301340
2019-06,'30+ Mw',3412082
2019-06,'5Mw–30Mw',343009
2019-06,100kW–5MW',339809
2019-06,14–25kW',356244
2019-06,2.5–4.5kW',1845883
2019-06,25–50kW',441879
2019-06,4.5–6.5kW',3009331
2019-06,50–100kW',540496
2019-06,6.5–9.5kW',1035702
2019-06,9.5–14kW',578581
2019-06,<2.5kW',1302699
2019-07,'30+ Mw',3412082
2019-07,'5Mw–30Mw',348816
2019-07,100kW–5MW',361855
2019-07,14–25kW',366210
2019-07,2.5–4.5kW',1854416
2019-07,25–50kW',453229
2019-07,4.5–6.5kW',3044408
2019-07,50–100kW',557741
2019-07,6.5–9.5kW',1106869
2019-07,9.5–14kW',599587
2019-07,<2.5kW',1304042
2019-08,'30+ Mw',3630226
2019-08,'5Mw–30Mw',377168
2019-08,100kW–5MW',383476
2019-08,14–25kW',375489
2019-08,2.5–4.5kW',1863779
2019-08,25–50kW',466205
2019-08,4.5–6.5kW',3079288
2019-08,50–100kW',571719
2019-08,6.5–9.5kW',1181650
2019-08,9.5–14kW',619904
2019-08,<2.5kW',1305376
2019-09,'30+ Mw',3630226
2019-09,'5Mw–30Mw',377168
2019-09,100kW–5MW',392700
2019-09,14–25kW',385293
2019-09,2.5–4.5kW',1873019
2019-09,25–50kW',478738
2019-09,4.5–6.5kW',3115751
2019-09,50–100kW',586050
2019-09,6.5–9.5kW',1263449
2019-09,9.5–14kW',642917
2019-09,<2.5kW',1306629
2019-10,'30+ Mw',3885612
2019-10,'5Mw–30Mw',384029
2019-10,100kW–5MW',405339
2019-10,14–25kW',395498
2019-10,2.5–4.5kW',1883182
2019-10,25–50kW',491654
2019-10,4.5–6.5kW',3153789
2019-10,50–100kW',603506
2019-10,6.5–9.5kW',1359217
2019-10,9.5–14kW',669705
2019-10,<2.5kW',1307887
2019-11,'30+ Mw',4185776
2019-11,'5Mw–30Mw',413356
2019-11,100kW–5MW',429270
2019-11,14–25kW',406834
2019-11,2.5–4.5kW',1894407
2019-11,25–50kW',506169
2019-11,4.5–6.5kW',3191156
2019-11,50–100kW',623871
2019-11,6.5–9.5kW',1465784
2019-11,9.5–14kW',700095
2019-11,<2.5kW',1309062
2019-12,'30+ Mw',4824603
2019-12,'5Mw–30Mw',421655
2019-12,100kW–5MW',448053
2019-12,14–25kW',422004
2019-12,2.5–4.5kW',1903150
2019-12,25–50kW',524419
2019-12,4.5–6.5kW',3224464
2019-12,50–100kW',661002
2019-12,6.5–9.5kW',1573463
2019-12,9.5–14kW',733886
2019-12,<2.5kW',1309975
2020-01,'30+ Mw',4824603
2020-01,'5Mw–30Mw',442309
2020-01,100kW–5MW',459558
2020-01,14–25kW',428198
2020-01,2.5–4.5kW',1910950
2020-01,25–50kW',530334
2020-01,4.5–6.5kW',3251976
2020-01,50–100kW',669326
2020-01,6.5–9.5kW',1664633
2020-01,9.5–14kW',755274
2020-01,<2.5kW',1310842
2020-02,'30+ Mw',4824603
2020-02,'5Mw–30Mw',442309
2020-02,100kW–5MW',482798
2020-02,14–25kW',437151
2020-02,2.5–4.5kW',1921038
2020-02,25–50kW',539470
2020-02,4.5–6.5kW',3283784
2020-02,50–100kW',682600
2020-02,6.5–9.5kW',1772007
2020-02,9.5–14kW',783328
2020-02,<2.5kW',1311685
2020-03,'30+ Mw',4946143
2020-03,'5Mw–30Mw',442309
2020-03,100kW–5MW',496589
2020-03,14–25kW',447909
2020-03,2.5–4.5kW',1931727
2020-03,25–50kW',550454
2020-03,4.5–6.5kW',3318668
2020-03,50–100kW',701134
2020-03,6.5–9.5kW',1889395
2020-03,9.5–14kW',818070
2020-03,<2.5kW',1312873
2020-04,'30+ Mw',5058557
2020-04,'5Mw–30Mw',442309
2020-04,100kW–5MW',517106
2020-04,14–25kW',457533
2020-04,2.5–4.5kW',1940742
2020-04,25–50kW',560909
2020-04,4.5–6.5kW',3345892
2020-04,50–100kW',717843
2020-04,6.5–9.5kW',1988837
2020-04,9.5–14kW',850938
2020-04,<2.5kW',1314023
2020-05,'30+ Mw',5058557
2020-05,'5Mw–30Mw',442309
2020-05,100kW–5MW',525075
2020-05,14–25kW',468467
2020-05,2.5–4.5kW',1950822
2020-05,25–50kW',572071
2020-05,4.5–6.5kW',3373222
2020-05,50–100kW',737603
2020-05,6.5–9.5kW',2093019
2020-05,9.5–14kW',886372
2020-05,<2.5kW',1315204
2020-06,'30+ Mw',5279639
2020-06,'5Mw–30Mw',468549
2020-06,100kW–5MW',533789
2020-06,14–25kW',481620
2020-06,2.5–4.5kW',1960567
2020-06,25–50kW',587753
2020-06,4.5–6.5kW',3400283
2020-06,50–100kW',764602
2020-06,6.5–9.5kW',2208769
2020-06,9.5–14kW',925994
2020-06,<2.5kW',1316401
2020-07,'30+ Mw',5313433
2020-07,'5Mw–30Mw',484749
2020-07,100kW–5MW',543748
2020-07,14–25kW',494244
2020-07,2.5–4.5kW',1969905
2020-07,25–50kW',600760
2020-07,4.5–6.5kW',3430603
2020-07,50–100kW',784431
2020-07,6.5–9.5kW',2342917
2020-07,9.5–14kW',972328
2020-07,<2.5kW',1317545
2020-08,'30+ Mw',5313433
2020-08,'5Mw–30Mw',484749
2020-08,100kW–5MW',555385
2020-08,14–25kW',506195
2020-08,2.5–4.5kW',1977364
2020-08,25–50kW',612249
2020-08,4.5–6.5kW',3453206
2020-08,50–100kW',798219
2020-08,6.5–9.5kW',2458080
2020-08,9.5–14kW',1015302
2020-08,<2.5kW',1318504
2020-09,'30+ Mw',5569913
2020-09,'5Mw–30Mw',491469
2020-09,100kW–5MW',568667
2020-09,14–25kW',521871
2020-09,2.5–4.5kW',1985103
2020-09,25–50kW',625319
2020-09,4.5–6.5kW',3476352
2020-09,50–100kW',813890
2020-09,6.5–9.5kW',2585477
2020-09,9.5–14kW',1066546
2020-09,<2.5kW',1319545
2020-10,'30+ Mw',5608969
2020-10,'5Mw–30Mw',491469
2020-10,100kW–5MW',577254
2020-10,14–25kW',535432
2020-10,2.5–4.5kW',1993229
2020-10,25–50kW',638825
2020-10,4.5–6.5kW',3499979
2020-10,50–100kW',831592
2020-10,6.5–9.5kW',2721983
2020-10,9.5–14kW',1119240
2020-10,<2.5kW',1320592
2020-11,'30+ Mw',5915486
2020-11,'5Mw–30Mw',491469
2020-11,100kW–5MW',582799
2020-11,14–25kW',551161
2020-11,2.5–4.5kW',2001944
2020-11,25–50kW',655138
2020-11,4.5–6.5kW',3528628
2020-11,50–100kW',853938
2020-11,6.5–9.5kW',2881076
2020-11,9.5–14kW',1185090
2020-11,<2.5kW',1321667
2020-12,'30+ Mw',6303574
2020-12,'5Mw–30Mw',536739
2020-12,100kW–5MW',595750
2020-12,14–25kW',573955
2020-12,2.5–4.5kW',2009797
2020-12,25–50kW',679774
2020-12,4.5–6.5kW',3553023
2020-12,50–100kW',887921
2020-12,6.5–9.5kW',3027699
2020-12,9.5–14kW',1256978
2020-12,<2.5kW',1322640
2021-01,'30+ Mw',6303574
2021-01,'5Mw–30Mw',550403
2021-01,100kW–5MW',614562
2021-01,14–25kW',581995
2021-01,2.5–4.5kW',2016403
2021-01,25–50kW',686314
2021-01,4.5–6.5kW',3571893
2021-01,50–100kW',893626
2021-01,6.5–9.5kW',3142475
2021-01,9.5–14kW',1303855
2021-01,<2.5kW',1323271
2021-02,'30+ Mw',6443240
2021-02,'5Mw–30Mw',558678
2021-02,100kW–5MW',627671
2021-02,14–25kW',595147
2021-02,2.5–4.5kW',2024807
2021-02,25–50kW',698028
2021-02,4.5–6.5kW',3596509
2021-02,50–100kW',904176
2021-02,6.5–9.5kW',3281050
2021-02,9.5–14kW',1367584
2021-02,<2.5kW',1324220
2021-03,'30+ Mw',6443240
2021-03,'5Mw–30Mw',595773
2021-03,100kW–5MW',642008
2021-03,14–25kW',610423
2021-03,2.5–4.5kW',2034304
2021-03,25–50kW',711961
2021-03,4.5–6.5kW',3622443
2021-03,50–100kW',919210
2021-03,6.5–9.5kW',3428529
2021-03,9.5–14kW',1440250
2021-03,<2.5kW',1325296
2021-04,'30+ Mw',6443240
2021-04,'5Mw–30Mw',614119
2021-04,100kW–5MW',646825
2021-04,14–25kW',624591
2021-04,2.5–4.5kW',2042782
2021-04,25–50kW',725284
2021-04,4.5–6.5kW',3645472
2021-04,50–100kW',931217
2021-04,6.5–9.5kW',3555518
2021-04,9.5–14kW',1506130
2021-04,<2.5kW',1326196
2021-05,'30+ Mw',6514382
2021-05,'5Mw–30Mw',635280
2021-05,100kW–5MW',650812
2021-05,14–25kW',640890
2021-05,2.5–4.5kW',2051261
2021-05,25–50kW',740946
2021-05,4.5–6.5kW',3665507
2021-05,50–100kW',949948
2021-05,6.5–9.5kW',3671807
2021-05,9.5–14kW',1568989
2021-05,<2.5kW',1327201
2021-06,'30+ Mw',6668159
2021-06,'5Mw–30Mw',635280
2021-06,100kW–5MW',659403
2021-06,14–25kW',658357
2021-06,2.5–4.5kW',2059626
2021-06,25–50kW',759795
2021-06,4.5–6.5kW',3686709
2021-06,50–100kW',970783
2021-06,6.5–9.5kW',3787792
2021-06,9.5–14kW',1633290
2021-06,<2.5kW',1328085
2021-07,'30+ Mw',6746957
2021-07,'5Mw–30Mw',635280
2021-07,100kW–5MW',668024
2021-07,14–25kW',673678
2021-07,2.5–4.5kW',2066818
2021-07,25–50kW',774586
2021-07,4.5–6.5kW',3706981
2021-07,50–100kW',986871
2021-07,6.5–9.5kW',3900093
2021-07,9.5–14kW',1695821
2021-07,<2.5kW',1328965
2021-08,'30+ Mw',6937824
2021-08,'5Mw–30Mw',665631
2021-08,100kW–5MW',680758
2021-08,14–25kW',688871
2021-08,2.5–4.5kW',2073773
2021-08,25–50kW',787811
2021-08,4.5–6.5kW',3725962
2021-08,50–100kW',1000831
2021-08,6.5–9.5kW',4010861
2021-08,9.5–14kW',1759317
2021-08,<2.5kW',1330004
2021-09,'30+ Mw',6937824
2021-09,'5Mw–30Mw',682485
2021-09,100kW–5MW',687401
2021-09,14–25kW',705351
2021-09,2.5–4.5kW',2080528
2021-09,25–50kW',801487
2021-09,4.5–6.5kW',3744812
2021-09,50–100kW',1013928
2021-09,6.5–9.5kW',4122024
2021-09,9.5–14kW',1835225
2021-09,<2.5kW',1330872
2021-10,'30+ Mw',7057205
2021-10,'5Mw–30Mw',682485
2021-10,100kW–5MW',698087
2021-10,14–25kW',721706
2021-10,2.5–4.5kW',2086646
2021-10,25–50kW',814610
2021-10,4.5–6.5kW',3762920
2021-10,50–100kW',1034211
2021-10,6.5–9.5kW',4229777
2021-10,9.5–14kW',1908049
2021-10,<2.5kW',1331751
2021-11,'30+ Mw',7627829
2021-11,'5Mw–30Mw',723087
2021-11,100kW–5MW',716653
2021-11,14–25kW',739425
2021-11,2.5–4.5kW',2092943
2021-11,25–50kW',831921
2021-11,4.5–6.5kW',3784319
2021-11,50–100kW',1056071
2021-11,6.5–9.5kW',4347569
2021-11,9.5–14kW',1986664
2021-11,<2.5kW',1332642
2021-12,'30+ Mw',7830330
2021-12,'5Mw–30Mw',723087
2021-12,100kW–5MW',736216
2021-12,14–25kW',764862
2021-12,2.5–4.5kW',2098711
2021-12,25–50kW',857581
2021-12,4.5–6.5kW',3804479
2021-12,50–100kW',1094450
2021-12,6.5–9.5kW',4461387
2021-12,9.5–14kW',2076684
2021-12,<2.5kW',1333391
2022-01,'30+ Mw',7830330
2022-01,'5Mw–30Mw',723087
2022-01,100kW–5MW',738151
2022-01,14–25kW',771477
2022-01,2.5–4.5kW',2102160
2022-01,25–50kW',862422
2022-01,4.5–6.5kW',3817309
2022-01,50–100kW',1096915
2022-01,6.5–9.5kW',4528884
2022-01,9.5–14kW',2117289
2022-01,<2.5kW',1333703
2022-02,'30+ Mw',7830330
2022-02,'5Mw–30Mw',731537
2022-02,100kW–5MW',743985
2022-02,14–25kW',783554
2022-02,2.5–4.5kW',2107248
2022-02,25–50kW',871789
2022-02,4.5–6.5kW',3835310
2022-02,50–100kW',1103160
2022-02,6.5–9.5kW',4619423
2022-02,9.5–14kW',2178072
2022-02,<2.5kW',1334389
2022-03,'30+ Mw',7971836
2022-03,'5Mw–30Mw',744075
2022-03,100kW–5MW',749457
2022-03,14–25kW',796921
2022-03,2.5–4.5kW',2113017
2022-03,25–50kW',882231
2022-03,4.5–6.5kW',3853506
2022-03,50–100kW',1115718
2022-03,6.5–9.5kW',4715502
2022-03,9.5–14kW',2242902
2022-03,<2.5kW',1335202
2022-04,'30+ Mw',8495996
2022-04,'5Mw–30Mw',757695
2022-04,100kW–5MW',755225
2022-04,14–25kW',808882
2022-04,2.5–4.5kW',2117342
2022-04,25–50kW',891771
2022-04,4.5–6.5kW',3868337
2022-04,50–100kW',1126992
2022-04,6.5–9.5kW',4790767
2022-04,9.5–14kW',2297278
2022-04,<2.5kW',1336198
2022-05,'30+ Mw',8495996
2022-05,'5Mw–30Mw',757695
2022-05,100kW–5MW',762259
2022-05,14–25kW',822070
2022-05,2.5–4.5kW',2122580
2022-05,25–50kW',902064
2022-05,4.5–6.5kW',3885182
2022-05,50–100kW',1143159
2022-05,6.5–9.5kW',4873223
2022-05,9.5–14kW',2356240
2022-05,<2.5kW',1336999
2022-06,'30+ Mw',8495996
2022-06,'5Mw–30Mw',770718
2022-06,100kW–5MW',771992
2022-06,14–25kW',839535
2022-06,2.5–4.5kW',2127938
2022-06,25–50kW',914460
2022-06,4.5–6.5kW',3903840
2022-06,50–100kW',1157134
2022-06,6.5–9.5kW',4968751
2022-06,9.5–14kW',2427306
2022-06,<2.5kW',1337884
2022-07,'30+ Mw',8495996
2022-07,'5Mw–30Mw',770718
2022-07,100kW–5MW',777408
2022-07,14–25kW',854401
2022-07,2.5–4.5kW',2132940
2022-07,25–50kW',925251
2022-07,4.5–6.5kW',3922289
2022-07,50–100kW',1167895
2022-07,6.5–9.5kW',5065525
2022-07,9.5–14kW',2496149
2022-07,<2.5kW',1338701
2022-08,'30+ Mw',8495996
2022-08,'5Mw–30Mw',770718
2022-08,100kW–5MW',782713
2022-08,14–25kW',871495
2022-08,2.5–4.5kW',2138509
2022-08,25–50kW',937321
2022-08,4.5–6.5kW',3944200
2022-08,50–100kW',1182118
2022-08,6.5–9.5kW',5172558
2022-08,9.5–14kW',2579777
2022-08,<2.5kW',1339639
2022-09,'30+ Mw',9126026
2022-09,'5Mw–30Mw',782848
2022-09,100kW–5MW',790103
2022-09,14–25kW',887777
2022-09,2.5–4.5kW',2143704
2022-09,25–50kW',950167
2022-09,4.5–6.5kW',3964092
2022-09,50–100kW',1194348
2022-09,6.5–9.5kW',5269946
2022-09,9.5–14kW',2656502
2022-09,<2.5kW',1340481
2022-10,'30+ Mw',9235970
2022-10,'5Mw–30Mw',791656
2022-10,100kW–5MW',807237
2022-10,14–25kW',905441
2022-10,2.5–4.5kW',2148459
2022-10,25–50kW',963137
2022-10,4.5–6.5kW',3982835
2022-10,50–100kW',1210566
2022-10,6.5–9.5kW',5359670
2022-10,9.5–14kW',2729472
2022-10,<2.5kW',1341273
2022-11,'30+ Mw',9235970
2022-11,'5Mw–30Mw',791656
2022-11,100kW–5MW',824857
2022-11,14–25kW',928127
2022-11,2.5–4.5kW',2153876
2022-11,25–50kW',979098
2022-11,4.5–6.5kW',4004755
2022-11,50–100kW',1229135
2022-11,6.5–9.5kW',5474231
2022-11,9.5–14kW',2829878
2022-11,<2.5kW',1342195
2022-12,'30+ Mw',9481445
2022-12,'5Mw–30Mw',804950
2022-12,100kW–5MW',834323
2022-12,14–25kW',958097
2022-12,2.5–4.5kW',2158263
2022-12,25–50kW',1004280
2022-12,4.5–6.5kW',4023255
2022-12,50–100kW',1269149
2022-12,6.5–9.5kW',5581149
2022-12,9.5–14kW',2930400
2022-12,<2.5kW',1342876
2023-01,'30+ Mw',9481445
2023-01,'5Mw–30Mw',804950
2023-01,100kW–5MW',837877
2023-01,14–25kW',966791
2023-01,2.5–4.5kW',2161415
2023-01,25–50kW',1010020
2023-01,4.5–6.5kW',4036892
2023-01,50–100kW',1273207
2023-01,6.5–9.5kW',5659004
2023-01,9.5–14kW',2989262
2023-01,<2.5kW',1343463
2023-02,'30+ Mw',9786294
2023-02,'5Mw–30Mw',829319
2023-02,100kW–5MW',848961
2023-02,14–25kW',982631
2023-02,2.5–4.5kW',2165967
2023-02,25–50kW',1021449
2023-02,4.5–6.5kW',4054805
2023-02,50–100kW',1282886
2023-02,6.5–9.5kW',5754887
2023-02,9.5–14kW',3068782
2023-02,<2.5kW',1344309
2023-03,'30+ Mw',9786294
2023-03,'5Mw–30Mw',829319
2023-03,100kW–5MW',866743
2023-03,14–25kW',1001657
2023-03,2.5–4.5kW',2170480
2023-03,25–50kW',1033887
2023-03,4.5–6.5kW',4072066
2023-03,50–100kW',1295070
2023-03,6.5–9.5kW',5853538
2023-03,9.5–14kW',3152607
2023-03,<2.5kW',1345224
2023-04,'30+ Mw',9786294
2023-04,'5Mw–30Mw',829319
2023-04,100kW–5MW',875899
2023-04,14–25kW',1016400
2023-04,2.5–4.5kW',2174342
2023-04,25–50kW',1046270
2023-04,4.5–6.5kW',4085571
2023-04,50–100kW',1304905
2023-04,6.5–9.5kW',5929652
2023-04,9.5–14kW',3220575
2023-04,<2.5kW',1345925
2023-05,'30+ Mw',10028426
2023-05,'5Mw–30Mw',845534
2023-05,100kW–5MW',896130
2023-05,14–25kW',1036678
2023-05,2.5–4.5kW',2179202
2023-05,25–50kW',1061920
2023-05,4.5–6.5kW',4102925
2023-05,50–100kW',1322823
2023-05,6.5–9.5kW',6023771
2023-05,9.5–14kW',3309295
2023-05,<2.5kW',1346837
2023-06,'30+ Mw',10028426
2023-06,'5Mw–30Mw',859572
2023-06,100kW–5MW',915633
2023-06,14–25kW',1057575
2023-06,2.5–4.5kW',2183838
2023-06,25–50kW',1079932
2023-06,4.5–6.5kW',4118558
2023-06,50–100kW',1341384
2023-06,6.5–9.5kW',6112329
2023-06,9.5–14kW',3395188
2023-06,<2.5kW',1347692
2023-07,'30+ Mw',10146299
2023-07,'5Mw–30Mw',859572
2023-07,100kW–5MW',943826
2023-07,14–25kW',1077563
2023-07,2.5–4.5kW',2188046
2023-07,25–50kW',1095042
2023-07,4.5–6.5kW',4133604
2023-07,50–100kW',1356693
2023-07,6.5–9.5kW',6205651
2023-07,9.5–14kW',3489334
2023-07,<2.5kW',1348469
2023-08,'30+ Mw',10146299
2023-08,'5Mw–30Mw',930874
2023-08,100kW–5MW',950493
2023-08,14–25kW',1100409
2023-08,2.5–4.5kW',2192800
2023-08,25–50kW',1111173
2023-08,4.5–6.5kW',4150258
2023-08,50–100kW',1371486
2023-08,6.5–9.5kW',6308101
2023-08,9.5–14kW',3595152
2023-08,<2.5kW',1349350
2023-09,'30+ Mw',10146299
2023-09,'5Mw–30Mw',936862
2023-09,100kW–5MW',971535
2023-09,14–25kW',1123011
2023-09,2.5–4.5kW',2197005
2023-09,25–50kW',1125653
2023-09,4.5–6.5kW',4164097
2023-09,50–100kW',1388438
2023-09,6.5–9.5kW',6401476
2023-09,9.5–14kW',3696629
2023-09,<2.5kW',1350038
2023-10,'30+ Mw',10146299
2023-10,'5Mw–30Mw',963340
2023-10,100kW–5MW',986093
2023-10,14–25kW',1145695
2023-10,2.5–4.5kW',2201232
2023-10,25–50kW',1141454
2023-10,4.5–6.5kW',4177391
2023-10,50–100kW',1402909
2023-10,6.5–9.5kW',6498883
2023-10,9.5–14kW',3804253
2023-10,<2.5kW',1350756
2023-11,'30+ Mw',10229474
2023-11,'5Mw–30Mw',975274
2023-11,100kW–5MW',1004704
2023-11,14–25kW',1172518
2023-11,2.5–4.5kW',2205611
2023-11,25–50kW',1160480
2023-11,4.5–6.5kW',4190957
2023-11,50–100kW',1420333
2023-11,6.5–9.5kW',6599599
2023-11,9.5–14kW',3924308
2023-11,<2.5kW',1351433
2023-12,'30+ Mw',10359476
2023-12,'5Mw–30Mw',1003679
2023-12,100kW–5MW',1016412
2023-12,14–25kW',1206929
2023-12,2.5–4.5kW',2209389
2023-12,25–50kW',1187541
2023-12,4.5–6.5kW',4202763
2023-12,50–100kW',1451528
2023-12,6.5–9.5kW',6690854
2023-12,9.5–14kW',4042329
2023-12,<2.5kW',1351920
2024-01,'30+ Mw',10359476
2024-01,'5Mw–30Mw',1023253
2024-01,100kW–5MW',1031784
2024-01,14–25kW',1219250
2024-01,2.5–4.5kW',2212317
2024-01,25–50kW',1193699
2024-01,4.5–6.5kW',4211577
2024-01,50–100kW',1454851
2024-01,6.5–9.5kW',6759823
2024-01,9.5–14kW',4115688
2024-01,<2.5kW',1352348
2024-02,'30+ Mw',10359476
2024-02,'5Mw–30Mw',1052672
2024-02,100kW–5MW',1039778
2024-02,14–25kW',1238351
2024-02,2.5–4.5kW',2216465
2024-02,25–50kW',1205482
2024-02,4.5–6.5kW',4222685
2024-02,50–100kW',1461631
2024-02,6.5–9.5kW',6848377
2024-02,9.5–14kW',4217683
2024-02,<2.5kW',1352974
2024-03,'30+ Mw',10784544
2024-03,'5Mw–30Mw',1052672
2024-03,100kW–5MW',1046060
2024-03,14–25kW',1259711
2024-03,2.5–4.5kW',2220432
2024-03,25–50kW',1217754
2024-03,4.5–6.5kW',4232805
2024-03,50–100kW',1470359
2024-03,6.5–9.5kW',6927539
2024-03,9.5–14kW',4315399
2024-03,<2.5kW',1353471
2024-04,'30+ Mw',10784544
2024-04,'5Mw–30Mw',1052672
2024-04,100kW–5MW',1057810
2024-04,14–25kW',1280537
2024-04,2.5–4.5kW',2224729
2024-04,25–50kW',1229807
2024-04,4.5–6.5kW',4243182
2024-04,50–100kW',1474081
2024-04,6.5–9.5kW',7004164
2024-04,9.5–14kW',4413829
2024-04,<2.5kW',1353980
2024-05,'30+ Mw',10874643
2024-05,'5Mw–30Mw',1052672
2024-05,100kW–5MW',1066626
2024-05,14–25kW',1303057
2024-05,2.5–4.5kW',2229053
2024-05,25–50kW',1243621
2024-05,4.5–6.5kW',4253799
2024-05,50–100kW',1476556
2024-05,6.5–9.5kW',7082089
2024-05,9.5–14kW',4513168
2024-05,<2.5kW',1354477
2024-06,'30+ Mw',10874643
2024-06,'5Mw–30Mw',1052672
2024-06,100kW–5MW',1070401
2024-06,14–25kW',1315391
2024-06,2.5–4.5kW',2231288
2024-06,25–50kW',1250362
2024-06,4.5–6.5kW',4259445
2024-06,50–100kW',1476855
2024-06,6.5–9.5kW',7122004
2024-06,9.5–14kW',4569473
2024-06,<2.5kW',1354696
